area_code,area,com_code,item,subcom_code,subitem,source_code,source,unit,cf,cf_type,description,literature
220,Trinidad and Tobago,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
221,Oman,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
222,Tunisia,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
223,Turkey,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
224,Turks and Caicos Islands,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
225,United Arab Emirates,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
226,Uganda,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
229,United Kingdom,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
230,Ukraine,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
231,United States of America,c17,Wood chips and particles,"","",,,m3sw/odmt,2.31,cf_use_odmt,green swe to oven-dry tonne,"FAO, ITTO and United Nations (2020)"
233,Burkina Faso,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
234,Uruguay,c17,Wood chips and particles,"","",,,m3sw/odmt,2.23,cf_use_odmt,green swe to oven-dry tonne,"FAO, ITTO and United Nations (2020)"
235,Uzbekistan,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
236,Venezuela (Bolivarian Republic of),c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
237,Viet Nam,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
238,Ethiopia,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
239,British Virgin Islands,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
244,Samoa,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
249,Yemen,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
250,Democratic Republic of the Congo,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
251,Zambia,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
255,Belgium,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
256,Luxembourg,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
270,Mayotte,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
272,Serbia,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
273,Montenegro,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
276,Sudan,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
277,South Sudan,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
5,American Samoa,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
8,Antigua and Barbuda,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
17,Bermuda,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
24,British Indian Ocean Territory,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
36,Cayman Islands,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
43,Cocos (Keeling) Islands,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
71,French Southern and Antarctic Territories,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
85,Greenland,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
86,Grenada,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
88,Guam,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
94,Holy See,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
127,Marshall Islands,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
142,Montserrat,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
148,Nauru,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
163,Northern Mariana Islands,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
164,Pacific Islands Trust Territory,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
172,Pitcairn Islands,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
180,Palau,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
187,"Saint Helena, Ascension and Tristan da Cunha",c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
188,Saint Kitts and Nevis,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
192,San Marino,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
205,Western Sahara,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
218,Tokelau,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
227,Tuvalu,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
228,USSR,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
242,Wake Island,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
243,Wallis and Futuna Islands,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
248,Yugoslav SFR,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
258,Anguilla,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
279,Curaçao,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
281,Saint-Martin (French Part),c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
299,Palestine,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
252,Unspecified Area,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
254,Others (adjustment),c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
999,RoW,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
,ASI,c17,Wood chips and particles,"","",,,m3sw/odmt,2.43,cf_use_odmt,green swe to oven-dry tonne,"FAO, ITTO and United Nations (2020)"
,EUR,c17,Wood chips and particles,"","",,,m3sw/odmt,2.43,cf_use_odmt,green swe to oven-dry tonne,"FAO, ITTO and United Nations (2020)"
,AFR,c17,Wood chips and particles,"","",,,m3sw/odmt,2.44,cf_use_odmt,green swe to oven-dry tonne,"FAO, ITTO and United Nations (2020)"
,LAM,c17,Wood chips and particles,"","",,,m3sw/odmt,2.21,cf_use_odmt,green swe to oven-dry tonne,"FAO, ITTO and United Nations (2020)"
,OCE,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
,NAM,c17,Wood chips and particles,"","",,,m3sw/odmt,,cf_use_odmt,green swe to oven-dry tonne,
1,Armenia,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
2,Afghanistan,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
3,Albania,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
4,Algeria,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
6,Andorra,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
7,Angola,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
9,Argentina,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
10,Australia,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
11,Austria,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
12,Bahamas,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
13,Bahrain,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
14,Barbados,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
15,Belgium-Luxembourg,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
16,Bangladesh,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
18,Bhutan,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
19,Bolivia (Plurinational State of),c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
20,Botswana,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
21,Brazil,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
22,Aruba,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
23,Belize,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
25,Solomon Islands,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
26,Brunei Darussalam,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
27,Bulgaria,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
28,Myanmar,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
29,Burundi,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
32,Cameroon,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
33,Canada,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
35,Cabo Verde,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
37,Central African Republic,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
38,Sri Lanka,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
39,Chad,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
40,Chile,c17,Wood chips and particles,"","",,,m3/m3,2.33,cf_use,m3 loose to solid m3,"FAO, ITTO and United Nations (2020)"
41,"China, mainland",c17,Wood chips and particles,"","",,,m3/m3,3.05,cf_use,m3 loose to solid m3,"FAO, ITTO and United Nations (2020)"
42,Christmas Island,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
44,Colombia,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
45,Comoros,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
46,Congo,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
47,Cook Islands,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
48,Costa Rica,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
49,Cuba,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
50,Cyprus,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
51,Czechoslovakia,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
52,Azerbaijan,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
53,Benin,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
54,Denmark,c17,Wood chips and particles,"","",,,m3/m3,2.7,cf_use,m3 loose to solid m3,"FAO, ITTO and United Nations (2020)"
55,Dominica,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
56,Dominican Republic,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
57,Belarus,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
58,Ecuador,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
59,Egypt,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
60,El Salvador,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
61,Equatorial Guinea,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
63,Estonia,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
64,Faroe Islands,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
65,Falkland Islands (Malvinas),c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
66,Fiji,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
67,Finland,c17,Wood chips and particles,"","",,,m3/m3,2.55,cf_use,m3 loose to solid m3,"FAO, ITTO and United Nations (2020)"
68,France,c17,Wood chips and particles,"","",,,m3/m3,2.5,cf_use,m3 loose to solid m3,"FAO, ITTO and United Nations (2020)"
69,French Guyana,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
70,French Polynesia,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
72,Djibouti,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
73,Georgia,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
74,Gabon,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
75,Gambia,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
79,Germany,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
80,Bosnia and Herzegovina,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
81,Ghana,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
82,Gibraltar,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
83,Kiribati,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
84,Greece,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
87,Guadeloupe,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
89,Guatemala,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
90,Guinea,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
91,Guyana,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
93,Haiti,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
95,Honduras,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
96,"China, Hong Kong SAR",c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
97,Hungary,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
98,Croatia,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
99,Iceland,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
100,India,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
101,Indonesia,c17,Wood chips and particles,"","",,,m3/m3,2.8,cf_use,m3 loose to solid m3,"FAO, ITTO and United Nations (2020)"
102,Iran (Islamic Republic of),c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
103,Iraq,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
104,Ireland,c17,Wood chips and particles,"","",,,m3/m3,2.7,cf_use,m3 loose to solid m3,"FAO, ITTO and United Nations (2020)"
105,Israel,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
106,Italy,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
107,Cote d'Ivoire,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
108,Kazakhstan,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
109,Jamaica,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
110,Japan,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
112,Jordan,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
113,Kyrgyzstan,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
114,Kenya,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
115,Cambodia,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
116,Democratic People's Republic of Korea,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
117,Republic of Korea,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
118,Kuwait,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
119,Latvia,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
120,Lao People's Democratic Republic,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
121,Lebanon,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
122,Lesotho,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
123,Liberia,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
124,Libya,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
125,Liechtenstein,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
126,Lithuania,c17,Wood chips and particles,"","",,,m3/m3,2.78,cf_use,m3 loose to solid m3,"FAO, ITTO and United Nations (2020)"
128,"China, Macao SAR",c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
129,Madagascar,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
130,Malawi,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
131,Malaysia,c17,Wood chips and particles,"","",,,m3/m3,2.8,cf_use,m3 loose to solid m3,"FAO, ITTO and United Nations (2020)"
132,Maldives,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
133,Mali,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
134,Malta,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
135,Martinique,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
136,Mauritania,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
137,Mauritius,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
138,Mexico,c17,Wood chips and particles,"","",,,m3/m3,2.86,cf_use,m3 loose to solid m3,"FAO, ITTO and United Nations (2020)"
141,Mongolia,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
143,Morocco,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
144,Mozambique,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
145,Micronesia (Federated States of),c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
146,Republic of Moldova,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
147,Namibia,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
149,Nepal,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
150,Netherlands,c17,Wood chips and particles,"","",,,m3/m3,2.86,cf_use,m3 loose to solid m3,"FAO, ITTO and United Nations (2020)"
151,Netherlands Antilles,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
153,New Caledonia,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
154,North Macedonia,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
155,Vanuatu,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
156,New Zealand,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
157,Nicaragua,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
158,Niger,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
159,Nigeria,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
160,Niue,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
161,Norfolk Island,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
162,Norway,c17,Wood chips and particles,"","",,,m3/m3,3.3,cf_use,m3 loose to solid m3,"FAO, ITTO and United Nations (2020)"
165,Pakistan,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
166,Panama,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
167,Czechia,c17,Wood chips and particles,"","",,,m3/m3,2.88,cf_use,m3 loose to solid m3,"FAO, ITTO and United Nations (2020)"
168,Papua New Guinea,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
169,Paraguay,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
170,Peru,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
171,Philippines,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
173,Poland,c17,Wood chips and particles,"","",,,m3/m3,2.86,cf_use,m3 loose to solid m3,"FAO, ITTO and United Nations (2020)"
174,Portugal,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
175,Guinea-Bissau,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
176,Timor-Leste,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
178,Eritrea,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
179,Qatar,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
181,Zimbabwe,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
182,Reunion,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
183,Romania,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
184,Rwanda,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
185,Russian Federation,c17,Wood chips and particles,"","",,,m3/m3,2.78,cf_use,m3 loose to solid m3,"FAO, ITTO and United Nations (2020)"
186,Serbia and Montenegro,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
189,Saint Lucia,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
190,Saint Pierre and Miquelon,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
191,Saint Vincent and the Grenadines,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
193,Sao Tome and Principe,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
194,Saudi Arabia,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
195,Senegal,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
196,Seychelles,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
197,Sierra Leone,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
198,Slovenia,c17,Wood chips and particles,"","",,,m3/m3,3,cf_use,m3 loose to solid m3,"FAO, ITTO and United Nations (2020)"
199,Slovakia,c17,Wood chips and particles,"","",,,m3/m3,3.38,cf_use,m3 loose to solid m3,"FAO, ITTO and United Nations (2020)"
200,Singapore,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
201,Somalia,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
202,South Africa,c17,Wood chips and particles,"","",,,m3/m3,3.76,cf_use,m3 loose to solid m3,"FAO, ITTO and United Nations (2020)"
203,Spain,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
207,Suriname,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
208,Tajikistan,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
209,Eswatini,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
210,Sweden,c17,Wood chips and particles,"","",,,m3/m3,2.7,cf_use,m3 loose to solid m3,"FAO, ITTO and United Nations (2020)"
211,Switzerland,c17,Wood chips and particles,"","",,,m3/m3,2.8,cf_use,m3 loose to solid m3,"FAO, ITTO and United Nations (2020)"
212,Syrian Arab Republic,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
213,Turkmenistan,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
214,"China, Taiwan Province of",c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
215,United Republic of Tanzania,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
216,Thailand,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
217,Togo,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
219,Tonga,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
220,Trinidad and Tobago,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
221,Oman,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
222,Tunisia,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
223,Turkey,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
224,Turks and Caicos Islands,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
225,United Arab Emirates,c17,Wood chips and particles,"","",,,m3/m3,,cf_use,m3 loose to solid m3,
