area_code;area;proc_code;process;subproc_code;subprocess;product;chips,peeler_cores;sanding_dust;shrinkage;literature
96;China, Hong Kong SAR;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
97;Hungary;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
98;Croatia;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
99;Iceland;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
100;India;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
101;Indonesia;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
102;Iran (Islamic Republic of);p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
103;Iraq;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
104;Ireland;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
105;Israel;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
106;Italy;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
107;Cote d'Ivoire;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
108;Kazakhstan;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
109;Jamaica;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
110;Japan;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
112;Jordan;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
113;Kyrgyzstan;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
114;Kenya;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
115;Cambodia;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
116;Democratic People's Republic of Korea;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
117;Republic of Korea;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
118;Kuwait;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
119;Latvia;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
120;Lao People's Democratic Republic;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
121;Lebanon;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
122;Lesotho;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
123;Liberia;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
124;Libya;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
125;Liechtenstein;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
126;Lithuania;p07;Plywood production;p07_nc;Plywood production, non-coniferous;46;45;3;6;FAO, ITTO and United Nations (2020)
128;China, Macao SAR;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
129;Madagascar;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
130;Malawi;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
131;Malaysia;p07;Plywood production;p07_nc;Plywood production, non-coniferous;50;38;4;8;FAO, ITTO and United Nations (2020)
132;Maldives;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
133;Mali;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
134;Malta;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
135;Martinique;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
136;Mauritania;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
137;Mauritius;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
138;Mexico;p07;Plywood production;p07_nc;Plywood production, non-coniferous;40;45;5;10;FAO, ITTO and United Nations (2020)
141;Mongolia;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
143;Morocco;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
144;Mozambique;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
145;Micronesia (Federated States of);p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
146;Republic of Moldova;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
147;Namibia;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
149;Nepal;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
150;Netherlands;p07;Plywood production;p07_nc;Plywood production, non-coniferous;51;45;2;2;FAO, ITTO and United Nations (2020)
151;Netherlands Antilles;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
153;New Caledonia;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
154;North Macedonia;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
155;Vanuatu;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
156;New Zealand;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
157;Nicaragua;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
158;Niger;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
159;Nigeria;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
160;Niue;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
161;Norfolk Island;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
162;Norway;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
165;Pakistan;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
166;Panama;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
167;Czechia;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
168;Papua New Guinea;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
169;Paraguay;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
170;Peru;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
171;Philippines;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
173;Poland;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
174;Portugal;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
175;Guinea-Bissau;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
176;Timor-Leste;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
178;Eritrea;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
179;Qatar;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
181;Zimbabwe;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
182;Reunion;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
183;Romania;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
184;Rwanda;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
185;Russian Federation;p07;Plywood production;p07_nc;Plywood production, non-coniferous;44;38;4;14;FAO, ITTO and United Nations (2020)
186;Serbia and Montenegro;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
189;Saint Lucia;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
190;Saint Pierre and Miquelon;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
191;Saint Vincent and the Grenadines;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
193;Sao Tome and Principe;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
194;Saudi Arabia;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
195;Senegal;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
196;Seychelles;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
197;Sierra Leone;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
198;Slovenia;p07;Plywood production;p07_nc;Plywood production, non-coniferous;40;50;2;8;FAO, ITTO and United Nations (2020)
199;Slovakia;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
200;Singapore;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
201;Somalia;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
202;South Africa;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
203;Spain;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
207;Suriname;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
208;Tajikistan;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
209;Eswatini;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
210;Sweden;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
211;Switzerland;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
212;Syrian Arab Republic;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
213;Turkmenistan;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
214;China, Taiwan Province of;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
215;United Republic of Tanzania;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
216;Thailand;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
217;Togo;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
219;Tonga;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
220;Trinidad and Tobago;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
221;Oman;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
222;Tunisia;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
223;Turkey;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
224;Turks and Caicos Islands;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
225;United Arab Emirates;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
226;Uganda;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
229;United Kingdom;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
230;Ukraine;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
231;United States of America;p07;Plywood production;p07_nc;Plywood production, non-coniferous;48;47;2;3;FAO, ITTO and United Nations (2020)
233;Burkina Faso;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
234;Uruguay;p07;Plywood production;p07_nc;Plywood production, non-coniferous;42;NA;NA;NA;FAO, ITTO and United Nations (2020)
235;Uzbekistan;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
236;Venezuela (Bolivarian Republic of);p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
237;Viet Nam;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
238;Ethiopia;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
239;British Virgin Islands;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
244;Samoa;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
249;Yemen;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
250;Democratic Republic of the Congo;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
251;Zambia;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
255;Belgium;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
256;Luxembourg;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
270;Mayotte;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
272;Serbia;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
273;Montenegro;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
276;Sudan;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
277;South Sudan;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
5;American Samoa;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
8;Antigua and Barbuda;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
17;Bermuda;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
24;British Indian Ocean Territory;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
36;Cayman Islands;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
43;Cocos (Keeling) Islands;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
71;French Southern and Antarctic Territories;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
85;Greenland;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
86;Grenada;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
88;Guam;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
94;Holy See;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
127;Marshall Islands;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
142;Montserrat;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
148;Nauru;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
163;Northern Mariana Islands;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
164;Pacific Islands Trust Territory;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
172;Pitcairn Islands;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
180;Palau;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
187;Saint Helena, Ascension and Tristan da Cunha;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
188;Saint Kitts and Nevis;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
192;San Marino;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
205;Western Sahara;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
218;Tokelau;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
227;Tuvalu;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
228;USSR;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
242;Wake Island;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
243;Wallis and Futuna Islands;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
248;Yugoslav SFR;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
258;Anguilla;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
279;Curaçao;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
281;Saint-Martin (French Part);p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
299;Palestine;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
252;Unspecified Area;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
254;Others (adjustment);p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
999;RoW;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
;ASI;p07;Plywood production;p07_nc;Plywood production, non-coniferous;58;34;4;5;FAO, ITTO and United Nations (2020)
;EUR;p07;Plywood production;p07_nc;Plywood production, non-coniferous;44;46;3;8;FAO, ITTO and United Nations (2020)
;AFR;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
;LAM;p07;Plywood production;p07_nc;Plywood production, non-coniferous;41;45;5;10;FAO, ITTO and United Nations (2020)
;OCE;p07;Plywood production;p07_nc;Plywood production, non-coniferous;NA;NA;NA;NA;NA
;NAM;p07;Plywood production;p07_nc;Plywood production, non-coniferous;51;41;5;4;FAO, ITTO and United Nations (2020)
