area_code,area,com_code,item,source_code,source,unit,cf,cf_type,description,literature
35,Cabo Verde,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
36,Cayman Islands,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
37,Central African Republic,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
38,Sri Lanka,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
39,Chad,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
40,Chile,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
41,"China, mainland",c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
42,Christmas Island,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
43,Cocos (Keeling) Islands,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
44,Colombia,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
45,Comoros,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
46,Congo,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
47,Cook Islands,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
48,Costa Rica,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
49,Cuba,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
50,Cyprus,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
51,Czechoslovakia,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
52,Azerbaijan,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
53,Benin,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
54,Denmark,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
55,Dominica,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
56,Dominican Republic,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
57,Belarus,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
58,Ecuador,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
59,Egypt,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
60,El Salvador,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
61,Equatorial Guinea,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
63,Estonia,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
64,Faroe Islands,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
65,Falkland Islands (Malvinas),c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
66,Fiji,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
67,Finland,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
68,France,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
69,French Guyana,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
70,French Polynesia,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
71,French Southern and Antarctic Territories,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
72,Djibouti,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
73,Georgia,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
74,Gabon,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
75,Gambia,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
79,Germany,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
80,Bosnia and Herzegovina,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
81,Ghana,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
82,Gibraltar,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
83,Kiribati,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
84,Greece,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
85,Greenland,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
86,Grenada,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
87,Guadeloupe,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
88,Guam,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
89,Guatemala,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
90,Guinea,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
91,Guyana,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
93,Haiti,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
94,Holy See,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
95,Honduras,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
96,"China, Hong Kong SAR",c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
97,Hungary,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
98,Croatia,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
99,Iceland,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
100,India,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
101,Indonesia,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
102,Iran (Islamic Republic of),c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
103,Iraq,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
104,Ireland,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
105,Israel,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
106,Italy,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
107,Cote d'Ivoire,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
108,Kazakhstan,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
109,Jamaica,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
110,Japan,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
112,Jordan,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
113,Kyrgyzstan,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
114,Kenya,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
115,Cambodia,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
116,Democratic People's Republic of Korea,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
117,Republic of Korea,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
118,Kuwait,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
119,Latvia,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
120,Lao People's Democratic Republic,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
121,Lebanon,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
122,Lesotho,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
123,Liberia,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
124,Libya,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
125,Liechtenstein,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
126,Lithuania,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
127,Marshall Islands,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
128,"China, Macao SAR",c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
129,Madagascar,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
130,Malawi,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
131,Malaysia,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
132,Maldives,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
133,Mali,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
134,Malta,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
135,Martinique,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
136,Mauritania,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
137,Mauritius,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
138,Mexico,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
141,Mongolia,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
142,Montserrat,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
143,Morocco,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
144,Mozambique,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
145,Micronesia (Federated States of),c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
146,Republic of Moldova,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
147,Namibia,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
148,Nauru,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
149,Nepal,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
150,Netherlands,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
151,Netherlands Antilles,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
153,New Caledonia,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
154,North Macedonia,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
155,Vanuatu,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
156,New Zealand,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
157,Nicaragua,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
158,Niger,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
159,Nigeria,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
160,Niue,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
161,Norfolk Island,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
162,Norway,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
163,Northern Mariana Islands,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
164,Pacific Islands Trust Territory,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
165,Pakistan,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
166,Panama,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
167,Czechia,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
168,Papua New Guinea,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
169,Paraguay,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
170,Peru,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
171,Philippines,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
172,Pitcairn Islands,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
173,Poland,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
174,Portugal,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
175,Guinea-Bissau,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
176,Timor-Leste,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
178,Eritrea,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
179,Qatar,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
180,Palau,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
181,Zimbabwe,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
182,Reunion,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
183,Romania,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
184,Rwanda,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
185,Russian Federation,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
186,Serbia and Montenegro,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
187,"Saint Helena, Ascension and Tristan da Cunha",c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
188,Saint Kitts and Nevis,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
189,Saint Lucia,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
190,Saint Pierre and Miquelon,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
191,Saint Vincent and the Grenadines,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
192,San Marino,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
193,Sao Tome and Principe,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
194,Saudi Arabia,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
195,Senegal,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
196,Seychelles,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
197,Sierra Leone,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
198,Slovenia,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
199,Slovakia,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
200,Singapore,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
201,Somalia,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
202,South Africa,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
203,Spain,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
205,Western Sahara,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
207,Suriname,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
208,Tajikistan,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
209,Eswatini,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
210,Sweden,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
211,Switzerland,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
212,Syrian Arab Republic,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
213,Turkmenistan,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
214,"China, Taiwan Province of",c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
215,United Republic of Tanzania,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
216,Thailand,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
217,Togo,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
218,Tokelau,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
219,Tonga,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
220,Trinidad and Tobago,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
221,Oman,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
222,Tunisia,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
223,Turkey,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
224,Turks and Caicos Islands,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
225,United Arab Emirates,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
226,Uganda,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
227,Tuvalu,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
228,USSR,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
229,United Kingdom,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
230,Ukraine,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
231,United States of America,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
233,Burkina Faso,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
234,Uruguay,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
235,Uzbekistan,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
236,Venezuela (Bolivarian Republic of),c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
237,Viet Nam,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
238,Ethiopia,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
239,British Virgin Islands,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
242,Wake Island,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
243,Wallis and Futuna Islands,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
244,Samoa,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
248,Yugoslav SFR,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
249,Yemen,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
250,Democratic Republic of the Congo,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
251,Zambia,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
252,Unspecified Area,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
254,Others (adjustment),c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
255,Belgium,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
256,Luxembourg,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
258,Anguilla,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
270,Mayotte,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
272,Serbia,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
273,Montenegro,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
276,Sudan,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
277,South Sudan,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
279,Curaçao,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
281,Saint-Martin (French Part),c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
299,Palestine,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
999,RoW,c19,Post-consumer wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
1,Armenia,c20,Black liquor,,,tC/tonne,0.315,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
2,Afghanistan,c20,Black liquor,,,tC/tonne,0.315,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
3,Albania,c20,Black liquor,,,tC/tonne,0.315,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
4,Algeria,c20,Black liquor,,,tC/tonne,0.315,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
5,American Samoa,c20,Black liquor,,,tC/tonne,0.315,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
6,Andorra,c20,Black liquor,,,tC/tonne,0.315,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
7,Angola,c20,Black liquor,,,tC/tonne,0.315,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
8,Antigua and Barbuda,c20,Black liquor,,,tC/tonne,0.315,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
9,Argentina,c20,Black liquor,,,tC/tonne,0.315,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
